CanIdentifier,Type,Brand,Brew,Brewery,City,State,Caption,Size,Faces,Type,Side,Brand,Brew,Brewery,City,State,Caption,AltView,Price,Size,Faces,Tax,MandatoriesChanged,CanAdded
1179300,C,PROGRESS SELECT,BEER,Progress,Oklahoma City,OK,,12,1,C,F,PROGRESS SELECT,BEER,Progress,Oklahoma City,OK,,,200,12,1,,,
1179310,C,PROGRESS SELECT,BEER,Progress,Oklahoma City,OK,,12,2,C,F,PROGRESS SELECT,BEER,Progress,Oklahoma City,OK,,,275,12,2,,,
1179320,C,RAHR'S,BEER,Rahr-Green Bay,Green Bay,WI,,12,1,C,F,RAHR'S,BEER,Rahr-Green Bay,Green Bay,WI,,,150,12,1,,,
1180010,C,RAHR'S,BEER,Rahr-Green Bay,Green Bay,WI,3.20%,12,1,C,F,RAHR'S,BEER,Rahr-Green Bay,Green Bay,WI,3.20%,,150,12,1,,,
1180015,C,RAHR'S,BEER,Rahr-Green Bay,Green Bay,WI,STRONG,12,1,C,F,RAHR'S,BEER,Rahr-Green Bay,Green Bay,WI,STRONG,,,12,1,,,Yes
1180020,C,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,N.O. 6%,12,1,C,F,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,N.O. 6%,,65,12,1,T,,
1180030,C,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,,12,1,C,F,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,,,65,12,1,T,,
1180040,C,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,,12,1,C,F,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,,,65,12,1,T,,
1180050,C,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,,12,1,C,F,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,,,70,12,1,T,,
1180060,C,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,N.O. 6%,12,1,C,F,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,N.O. 6%,,70,12,1,T,,
1180070,C,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,N.O. 6% Blacked Out,12,1,C,F,RAINIER OLD STOCK,ALE,Rainier,San Francisco,CA,N.O. 6% Blacked Out,,70,12,1,T,Yes,
1180080,C,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,Flat Bot. N.O. 4%,12,1,C,F,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,Flat Bot. N.O. 4%,,175,12,1,T,,
1180090,C,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,N.O. 4%,,100,12,1,T,,
1180100,C,RAINIER SPECIAL EXPORT LAGER,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER SPECIAL EXPORT LAGER,BEER,Rainier,San Francisco,CA,,,100,12,1,T,,
1180105,C,RAINIER SPECIAL EXPORT LAGER,BEER,Rainier,San Francisco,CA,3.20%,12,1,C,F,RAINIER SPECIAL EXPORT LAGER,BEER,Rainier,San Francisco,CA,3.20%,,,12,1,T,,Yes
1180110,C,RAINIER SPECIAL EXPORT LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,RAINIER SPECIAL EXPORT LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,,100,12,1,T,,
1180120,C,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,,,70,12,1,T,,
1180130,C,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,N.O. 4%,,70,12,1,T,,
1180140,C,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,,,125,12,1,T,,
1180150,C,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,% Blacked Out,12,1,C,S,RAINIER SPECIAL EXPORT,BEER,Rainier,San Francisco,CA,% Blacked Out,Front Like 14,135,12,1,T,,
1180160,C,RAINIER CLUB EXTRA PALE,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER CLUB EXTRA PALE,BEER,Rainier,San Francisco,CA,,,100,12,1,T,,
1180170,C,RAINIER CLUB EXTRA PALE,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER CLUB EXTRA PALE,BEER,Rainier,San Francisco,CA,,,70,12,1,T,,
1180180,C,RAINIER CLUB EXTRA PALE,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER CLUB EXTRA PALE,BEER,Rainier,San Francisco,CA,,,900,12,1,W,,
1180190,C,RAINIER CLUB EXTRA DRY,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER CLUB EXTRA DRY,BEER,Rainier,San Francisco,CA,,,65,12,1,T,,
1180200,C,RAINIER CLUB EXTRA DRY,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER CLUB EXTRA DRY,BEER,Rainier,San Francisco,CA,,,90,12,1,T,,
1180210,C,RAINIER CLUB,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER CLUB,BEER,Rainier,San Francisco,CA,,,90,12,1,W,,
1180220,C,RAINIER CLUB,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER CLUB,BEER,Rainier,San Francisco,CA,,,90,12,1,T,,
1180230,C,RAINIER,BEER,Rainier,San Francisco,CA,,12,1,C,F,RAINIER,BEER,Rainier,San Francisco,CA,,,500,12,1,,,
1180240,C,RED FOX,ALE,Largay,Waterbury,CT,,12,1,C,F,RED FOX,ALE,Largay,Waterbury,CT,,,900,12,1,T,,
1180250,C,RED FOX,ALE,Largay,Waterbury,CT,,12,1,C,F,RED FOX,ALE,Largay,Waterbury,CT,,,700,12,1,T,,
1180260,C,RED FOX PREMIUM,BEER,Largay,Waterbury,CT,,12,1,C,F,RED FOX PREMIUM,BEER,Largay,Waterbury,CT,,,600,12,1,W,,
1180270,C,RED FOX PREMIUM,BEER,Largay,Waterbury,CT,,12,1,C,F,RED FOX PREMIUM,BEER,Largay,Waterbury,CT,,,600,12,1,T,,
1180280,C,RED FOX PREMIUM,BEER,Largay,Waterbury,CT,,12,1,C,F,RED FOX PREMIUM,BEER,Largay,Waterbury,CT,,,600,12,1,,,
1180290,C,RED FOX LIGHT,BEER,Largay,Waterbury,CT,IRTP tf,12,1,C,F,RED FOX LIGHT,BEER,Largay,Waterbury,CT,IRTP tf,,750,12,1,T,,
1180300,C,RED FOX LIGHT,BEER,Largay,Waterbury,CT,,12,1,C,F,RED FOX LIGHT,BEER,Largay,Waterbury,CT,,,750,12,1,T,,
1180310,C,RED LION SPARKLING,ALE,Burger,Cincinnati,OH,Flat Bottom,12,1,C,F,RED LION SPARKLING,ALE,Burger,Cincinnati,OH,Flat Bottom,,1000+,12,1,T,,
1180320,C,RED LION SPARKLING,ALE,Burger,Cincinnati,OH,,12,1,C,F,RED LION SPARKLING,ALE,Burger,Cincinnati,OH,,,1000+,12,1,T,,
1181010,C,RED RIBBON,BEER,Mathie-Ruder,Wausau,WI,,12,1,C,F,RED RIBBON,BEER,Mathie-Ruder,Wausau,WI,,,300,12,1,,,
1181020,C,RED TOP,ALE,Red Top,Cincinnati,OH,,12,1,C,F,RED TOP,ALE,Red Top,Cincinnati,OH,,,125,12,1,T,,
1181030,C,RED TOP,ALE,Red Top,Cincinnati,OH,,12,1,C,F,RED TOP,ALE,Red Top,Cincinnati,OH,,,125,12,1,,,
1181040,C,RED TOP EXTRA PALE,BEER,Red Top,Cincinnati,OH,,12,1,C,F,RED TOP EXTRA PALE,BEER,Red Top,Cincinnati,OH,,,125,12,1,T,,
1181050,C,RED TOP EXTRA PALE,BEER,Red Top,Cincinnati,OH,,12,1,C,F,RED TOP EXTRA PALE,BEER,Red Top,Cincinnati,OH,,,125,12,1,,,
1181060,C,RED TOP EXTRA DRY,BEER,Red Top,Cincinnati,OH,,12,1,C,F,RED TOP EXTRA DRY,BEER,Red Top,Cincinnati,OH,,,75,12,1,,,
1181070,C,RED WING PREMIUM,BEER,Goodhue,Red Wing,MN,3.20%,12,1,C,F,RED WING PREMIUM,BEER,Goodhue,Red Wing,MN,3.20%,,800,12,1,,,
1181080,C,RED WING PREMIUM,BEER,Goodhue,Red Wing,MN,STRONG,12,1,C,F,RED WING PREMIUM,BEER,Goodhue,Red Wing,MN,STRONG,,800,12,1,,,
1181090,C,REGAL LIGHT LAGER,BEER,American,Miami,FL,,12,1,C,F,REGAL LIGHT LAGER,BEER,American,Miami,FL,,,275,12,1,T,,
1181100,C,REGAL PREMIUM,BEER,American,Miami,FL,,12,1,C,F,REGAL PREMIUM,BEER,American,Miami,FL,,,275,12,1,,,
1181110,C,REGAL LIGHT LAGER,BEER,American,New Orleans,LA,,12,1,C,F,REGAL LIGHT LAGER,BEER,American,New Orleans,LA,,,250,12,1,W,,
1181120,C,REGAL LIGHT LAGER,BEER,American,New Orleans,LA,,12,1,C,F,REGAL LIGHT LAGER,BEER,American,New Orleans,LA,,,225,12,1,T,,
1181130,C,REGAL SUPREME,BEER,Peoples,Duluth,MN,,12,1,C,F,REGAL SUPREME,BEER,Peoples,Duluth,MN,,,100,12,1,,,
1181140,C,REGAL SUPREME,BEER,Peoples,Duluth,MN,CNMT 3.2%,12,1,C,F,REGAL SUPREME,BEER,Peoples,Duluth,MN,CNMT 3.2%,,100,12,1,,,
1181150,C,REGAL SUPREME,BEER,Peoples,Duluth,MN,STRONG,12,1,C,F,REGAL SUPREME,BEER,Peoples,Duluth,MN,STRONG,,100,12,1,,,
1181160,C,REGAL SUPREME,BEER,Peoples,Duluth,MN,,12,1,C,F,REGAL SUPREME,BEER,Peoples,Duluth,MN,,,100,12,1,,,
1181170,C,REGAL SUPREME,BEER,Peoples,Duluth,MN,CNMT 3.2%,12,1,C,F,REGAL SUPREME,BEER,Peoples,Duluth,MN,CNMT 3.2%,,100,12,1,,,
1181180,C,REISCH GOLD TOP,BEER,Reisch,Springfield,IL,,12,2,C,F,REISCH GOLD TOP,BEER,Reisch,Springfield,IL,,,70,12,2,,,
1181190,C,REISCH GOLD TOP,BEER,Reisch,Springfield,IL,,12,2,C,F,REISCH GOLD TOP,BEER,Reisch,Springfield,IL,,,70,12,2,,,
1181200,C,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,,225,12,1,T,,
1181210,C,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,,250,12,1,T,,
1181215,C,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,,,12,1,,,Yes
1181220,C,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER OLD OXFORD,ALE,Renner Co.,Youngstown,OH,,,250,12,1,,,
1181230,C,OLD BAVARIA STYLE,BEER,Renner Co.,Youngstown,OH,,12,1,C,F,OLD BAVARIA STYLE,BEER,Renner Co.,Youngstown,OH,,,300,12,1,T,,
1181240,C,OLD BAVARIA STYLE,BEER,Renner Co.,Youngstown,OH,,12,1,C,F,OLD BAVARIA STYLE,BEER,Renner Co.,Youngstown,OH,,,325,12,1,T,,
1181250,C,RENNER PREMIUM,BEER,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER PREMIUM,BEER,Renner Co.,Youngstown,OH,,,200,12,1,T,,
1181260,C,RENNER PREMIUM,BEER,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER PREMIUM,BEER,Renner Co.,Youngstown,OH,,,175,12,1,T,,
1181270,C,RENNER PREMIUM,BEER,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER PREMIUM,BEER,Renner Co.,Youngstown,OH,,,175,12,1,,,
1181280,C,RENNER GOLDEN AMBER LIGHT,BEER,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER GOLDEN AMBER LIGHT,BEER,Renner Co.,Youngstown,OH,,,150,12,1,,,
1181290,C,RENNER GOLDEN AMBER LIGHT,BEER,Renner Co.,Youngstown,OH,,12,1,C,F,RENNER GOLDEN AMBER LIGHT,BEER,Renner Co.,Youngstown,OH,,,135,12,1,,,
1181300,C,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,12,1,C,F,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,,150,12,1,T,,
1181310,C,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,12,1,C,F,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,,150,12,1,,,
1181320,C,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,12,1,C,F,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,,135,12,1,,,
1182010,C,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,12,1,C,F,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,,110,12,1,,,
1182020,C,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,12,1,C,F,RHEINLANDER EXPORT,BEER,Rhinelander,Rhinelander,WI,,,100,12,1,,,
1182030,C,RICHBRAU,BEER,Home,Richmond,VA,,12,2,C,F,RICHBRAU,BEER,Home,Richmond,VA,,,90,12,2,,,
1182040,C,RICHBRAU PREMIUM,BEER,Home,Richmond,VA,,12,2,C,F,RICHBRAU PREMIUM,BEER,Home,Richmond,VA,,,90,12,2,,,
1182050,C,RICHBRAU PREMIUM,BEER,Home,Richmond,VA,,12,2,C,F,RICHBRAU PREMIUM,BEER,Home,Richmond,VA,,,90,12,2,,,
1182060,C,RICHBRAU PREMIUM,BEER,Home,Richmond,VA,,12,2,C,F,RICHBRAU PREMIUM,BEER,Home,Richmond,VA,,,125,12,2,,,
1182070,C,ROCKY MOUNTAIN,BEER,Anaconda,Anaconda,MT,CNMT 4%,12,1,C,F,ROCKY MOUNTAIN,BEER,Anaconda,Anaconda,MT,CNMT 4%,,125,12,1,,,
1182080,C,ROLLING ROCK EXTRA PALE PREMIUM,BEER,Latrobe,Latrobe,PA,,12,1,C,F,ROLLING ROCK EXTRA PALE PREMIUM,BEER,Latrobe,Latrobe,PA,,,90,12,1,,,
1182090,C,RONZ,BEER,Columbus,Columbus,NE,,12,1,C,F,RONZ,BEER,Columbus,Columbus,NE,,,600,12,1,,,
1182100,C,ROYAL FINEST LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,ROYAL FINEST LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,,1000+,12,1,W,,
1182110,C,ROYAL PILSENER,BEER,Koller,Chicago,IL,,12,1,C,F,ROYAL PILSENER,BEER,Koller,Chicago,IL,,,375,12,1,T,,
1182120,C,ROYAL,BEER,Reno,Reno,NV,,12,1,C,F,ROYAL,BEER,Reno,Reno,NV,,,450,12,1,T,,
1182130,C,ROYAL,BEER,Reno,Reno,NV,4%,12,1,C,F,ROYAL,BEER,Reno,Reno,NV,4%,,450,12,1,T,,
1182140,C,ROYAL AMBER,BEER,Geo. Wiedemann,Newport,KY,,12,1,C,F,ROYAL AMBER,BEER,Geo. Wiedemann,Newport,KY,,,200,12,1,T,Yes,
1182150,C,ROYAL AMBER,BEER,Geo. Wiedemann,Newport,KY,,12,1,C,F,ROYAL AMBER,BEER,Geo. Wiedemann,Newport,KY,,,200,12,1,,Yes,
1182160,C,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,,12,1,C,F,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,,,75,12,1,T,,
1182170,C,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,CNMT 3.2%,12,1,C,F,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,CNMT 3.2%,,75,12,1,T,,
1182180,C,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,STRONG,12,1,C,F,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,STRONG,,75,12,1,T,,
1182190,C,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,,12,1,C,F,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,,,75,12,1,,,
1182200,C,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,CNMT 3.2%,12,1,C,F,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,CNMT 3.2%,,75,12,1,,,
1182210,C,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,Contains 5 PC,12,1,C,F,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,Contains 5 PC,,75,12,1,,,
1182220,C,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,STRONG,12,1,C,F,ROYAL BOHEMIAN STYLE,BEER,Duluth,Duluth,MN,STRONG,,75,12,1,,,
1182230,C,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,,12,1,C,F,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,,,75,12,1,,,
1182240,C,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,CNMT 3.2%,12,1,C,F,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,CNMT 3.2%,,75,12,1,,,
1182250,C,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,Contains 5 PC,12,1,C,F,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,Contains 5 PC,,75,12,1,,,
1182260,C,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,STRONG,12,1,C,F,ROYAL BOHEMIAN STYLE EXTRA PALE,BEER,Duluth,Duluth,MN,STRONG,,75,12,1,,,
1182270,C,ROYAL BRU,BEER,Union,New Castle,PA,,12,1,C,F,ROYAL BRU,BEER,Union,New Castle,PA,,,450,12,1,T,,
1182280,C,ROYAL BRU,BEER,Union,New Castle,PA,,12,1,C,F,ROYAL BRU,BEER,Union,New Castle,PA,,,500,12,1,T,,
1182290,C,ROYAL BRU,BEER,Union,New Castle,PA,,12,1,C,F,ROYAL BRU,BEER,Union,New Castle,PA,,,500,12,1,T,,
1182300,C,ROYAL BRU,BEER,Union,New Castle,PA,,12,1,C,F,ROYAL BRU,BEER,Union,New Castle,PA,,,600,12,1,T,,
1182310,C,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,,900,12,1,T,,
1182320,C,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,,12,1,C,F,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,,,900,12,1,T,,
1183010,C,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,N.O. 4%,,900,12,1,T,,
1183020,C,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,,12,1,C,F,SALUTE BRAND LAGER,BEER,Rainier,San Francisco,CA,,,900,12,1,T,,
1183030,C,SILVER BAR SPARKLING,ALE,Southern,Tampa,FL,,12,1,C,F,SILVER BAR SPARKLING,ALE,Southern,Tampa,FL,,,500,12,1,T,,
1183040,C,SILVER BAR SPARKLING,ALE,Southern,Tampa,FL,,12,1,C,F,SILVER BAR SPARKLING,ALE,Southern,Tampa,FL,,,500,12,1,T,,
1183050,C,S B,BEER,Southern,Tampa,FL,,12,1,C,F,S B,BEER,Southern,Tampa,FL,,,600,12,1,T,,
1183060,C,S B,BEER,Southern,Tampa,FL,,12,1,C,F,S B,BEER,Southern,Tampa,FL,,,600,12,1,,,
1183070,C,SCHELL'S DEER BRAND,BEER,August Schell,New Ulm,MN,CNMT 3.2%,12,1,C,F,SCHELL'S DEER BRAND,BEER,August Schell,New Ulm,MN,CNMT 3.2%,,150,12,1,,,
1183080,C,SCHELL'S DEER BRAND,BEER,August Schell,New Ulm,MN,STRONG,12,1,C,F,SCHELL'S DEER BRAND,BEER,August Schell,New Ulm,MN,STRONG,,150,12,1,,,
1183090,C,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4-3/4%,12,1,C,F,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4-3/4%,,1000+,12,1,T,,
1183100,C,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 3.2% to 5%,12,1,C,F,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 3.2% to 5%,,175,12,1,T,,
1183110,C,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4%,12,1,C,F,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4%,,175,12,1,T,,
1183120,C,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4-3/4%,12,1,C,F,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4-3/4%,,175,12,1,T,,
1183125,C,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. No Alcohol %,12,1,C,,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. No Alcohol %,,,12,1,T,,Yes
1183130,C,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Exceeds 3.2%,12,1,C,F,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,Exceeds 3.2%,,135,12,1,T,,
1183140,C,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,12,1,C,F,SCHLITZ LAGER,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,,135,12,1,T,,
1183150,C,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bottom,12,1,C,F,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bottom,,400,12,1,T,,
1183160,C,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4-3/4%,12,1,C,F,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,Flat Bot. 4-3/4%,,400,12,1,T,,
1183170,C,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,,12,1,C,F,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,,,135,12,1,T,,
1183180,C,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,12,1,C,F,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,,135,12,1,T,,
1183190,C,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,Less Than 4%,12,1,C,F,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,Less Than 4%,,135,12,1,T,,
1183200,C,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,12,1,C,F,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,,135,12,1,T,,
1183210,C,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,12,1,C,F,SCHLITZ SUNSHINE VITAMIN D,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,,135,12,1,W,,
1183220,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,,90,12,1,T,,
1183225,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,,,12,1,T,,Yes
1183230,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,,90,12,1,T,,
1183240,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,,90,12,1,T,,
1183245,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,,,12,1,T,,Yes
1183250,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT 4%,,70,12,1,T,,
1183260,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,4-3/4%,,70,12,1,T,,
1183270,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,,250,12,1,W,,
1183280,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,,45,12,1,T,,
1183290,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT4%,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,DNCMT4%,,45,12,1,T,,
1183300,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,CNMT 3.2%,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,CNMT 3.2%,,1000+,12,1,T,Yes,
1183310,C,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,12,1,C,F,SCHLITZ,BEER,Jos. Schlitz,Milwaukee,WI,,,325,12,1,W,,
1183320,C,SCHMIDT'S FIRST PREMIUM LAGER,BEER,K. G. Schmidt,Logansport,IN,,12,1,C,F,SCHMIDT'S FIRST PREMIUM LAGER,BEER,K. G. Schmidt,Logansport,IN,,,140,12,1,T,,
1184010,C,SCHMIDT'S FIRST PREMIUM LAGER,BEER,K. G. Schmidt,Logansport,IN,,12,1,C,F,SCHMIDT'S FIRST PREMIUM LAGER,BEER,K. G. Schmidt,Logansport,IN,,,140,12,1,T,,
1184020,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,F,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,150,12,1,T,,
1184030,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,F,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,275,12,1,T,,
1184040,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,F,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,275,12,1,T,,
1184050,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,F,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,275,12,1,,,
1184060,C,,,,,,,,,C,F,,,,,,,"Front of 7, 8",,,,,,
