CanIdentifier,Type,Brand,Brew,Brewery,City,State,Caption,Size,Faces,Type,Side,Brand,Brew,Brewery,City,State,Caption,AltView,Price,Size,Faces,Tax,MandatoriesChanged,CanAdded
1141195,F,TUDOR PREMIUM QUALITY CREAM,ALE,"Metropolis Brewery, Inc.",New York,NY,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,"Metropolis Brewery, Inc.",New York,NY,,,,12,1,,,Yes
1141200,F,TUDOR PREMIUM QUALITY,BEER,"Metropolis Brewery, Inc.",New York,NY,"Silver ""TUDOR BEER"" Metallic Gold",12,1,F,F,TUDOR PREMIUM QUALITY,BEER,"Metropolis Brewery, Inc.",New York,NY,"Silver ""TUDOR BEER"" Metallic Gold",,50,12,1,T,,
1141210,F,TUDOR PREMIUM QUALITY,BEER,"Metropolis Brewery, Inc.",New York,NY,"Yellow ""TUDOR BEER""",12,1,F,F,TUDOR PREMIUM QUALITY,BEER,"Metropolis Brewery, Inc.",New York,NY,"Yellow ""TUDOR BEER""",,30,12,1,T,,
1141215,F,TUDOR PREMIUM QUALITY,BEER,"Metropolis Brewery, Inc.",New York,NY,,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,"Metropolis Brewery, Inc.",New York,NY,,,,12,1,,,Yes
1141220,F,TUDOR PREMIUM QUALITY CREAM,ALE,Burkhardt,Akron,OH,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Burkhardt,Akron,OH,,,30,12,1,,,
1141230,F,TUDOR PREMIUM QUALITY,BEER,Burkhardt,Akron,OH,,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Burkhardt,Akron,OH,,,20,12,1,,,
1141240,F,TUDOR PREMIUM QUALITY CREAM,ALE,Century,Norfolk,VA,"No ""Brewed and Packed by""",12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Century,Norfolk,VA,"No ""Brewed and Packed by""",,20,12,1,,,
1141245,F,TUDOR PREMIUM QUALITY CREAM,ALE,Century,Norfolk,VA,"""Brewed and Packed by""",12,1,F,,TUDOR PREMIUM QUALITY CREAM,ALE,Century,Norfolk,VA,"""Brewed and Packed by""",,,12,1,,,Yes
1141250,F,TUDOR PREMIUM QUALITY,BEER,Century,Norfolk,VA,,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Century,Norfolk,VA,,,15,12,1,,,
1141260,F,TUDOR PREMIUM QUALITY CREAM,ALE,Tudor,Norfolk,VA,"No ""Brewed and Packed by""",12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Tudor,Norfolk,VA,"No ""Brewed and Packed by""",,20,12,1,,,
1141265,F,TUDOR PREMIUM QUALITY CREAM,ALE,Tudor,Norfolk,VA,"""Brewed and Packed by""",12,1,F,,TUDOR PREMIUM QUALITY CREAM,ALE,Tudor,Norfolk,VA,"""Brewed and Packed by""",,,12,1,,,Yes
1141270,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Norfolk,VA,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Norfolk,VA,,,18,12,2,,,
1141280,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Norfolk,VA,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Norfolk,VA,,,15,12,2,,,
1141290,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,"Larger mandatory, no ""Brewed and Packed by""",12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,"Larger mandatory, no ""Brewed and Packed by""",,12,12,1,,,
1141293,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,"Smaller mandatory, no ""Brewed and Packed by""",12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,"Smaller mandatory, no ""Brewed and Packed by""",,,12,1,,,Yes
1141295,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,"""Brewed and Packed by...""",12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,"""Brewed and Packed by...""",,,12,1,,,Yes
1141300,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,,,10,12,2,,,
1141310,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Norfolk,VA,,,12,12,2,,,
1141315,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Chicago,IL,"Black ""Tuxedo""",12,2,F,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Chicago,IL,"Black ""Tuxedo""",,,12,2,,,Yes
1141320,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Chicago,IL,"Red ""Tuxedo"", yellow label background",12,2,F,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Chicago,IL,"Red ""Tuxedo"", yellow label background",,110,12,2,,,
1141330,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Chicago,IL,"Red ""Tuxedo"", white label background",12,2,F,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Chicago,IL,"Red ""Tuxedo"", white label background",,110,12,2,,,
1141340,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Norfolk,VA,,12,2,F,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Norfolk,VA,,,125,12,2,,,
1141350,F,TUXEDO 51 PREMIUM,BEER,Atlantic,Spokane,WA,,11,2,F,F,TUXEDO 51 PREMIUM,BEER,Atlantic,Spokane,WA,,,110,11,2,,,
1141360,F,TUXEDO 51 PREMIUM,BEER,Atlantic,Spokane,WA,,12,2,F,F,TUXEDO 51 PREMIUM,BEER,Atlantic,Spokane,WA,,,110,12,2,,,
1141370,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Spokane,WA,"Black ""Tuxedo""",12,2,F,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Spokane,WA,"Black ""Tuxedo""",,125,12,2,,,
1141380,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Spokane,WA,"Red ""Tuxedo""",12,2,F,F,TUXEDO 51 PREMIUM,BEER,Tuxedo,Spokane,WA,"Red ""Tuxedo""",,110,12,2,,,
1141390,F,20 GRAND SELECT CREAM,ALE,Atlantic,Chicago,IL,3 cities,12,2,F,F,20 GRAND SELECT CREAM,ALE,Atlantic,Chicago,IL,3 cities,,20,12,2,,,
1141395,F,20 GRAND SELECT CREAM,ALE,Drewry's LTD,South Bend,IN,,12,2,F,F,20 GRAND SELECT CREAM,ALE,Drewry's LTD,South Bend,IN,,,,12,2,,,Yes
1141400,F,20 GRAND SELECT CREAM,ALE,Terre Haute,Terre Haute,IN,,12,2,F,F,20 GRAND SELECT CREAM,ALE,Terre Haute,Terre Haute,IN,,,60,12,2,,,
1142010,F,20 GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,12,2,F,F,20 GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,,60,12,2,,,
1142020,F,20 GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,12,1,F,F,20 GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,,30,12,1,,,
1142030,F,21 CENTURY,BEER,Canadian Ace,Chicago,IL,,12,2,F,F,21 CENTURY,BEER,Canadian Ace,Chicago,IL,,,300,12,2,,,
1142040,F,279 SPECIAL BREW LIGHT,BEER,Colonial,Hammonton,NJ,,12,2,F,F,279 SPECIAL BREW LIGHT,BEER,Colonial,Hammonton,NJ,,,250,12,2,,,
1142050,F,UCHTORFF GOLDEN HARVEST PILSENER,BEER,Uchtorff,Davenport,IA,,12,2,F,F,UCHTORFF GOLDEN HARVEST PILSENER,BEER,Uchtorff,Davenport,IA,,,125,12,2,,,
1142060,F,UINTA CLUB OLD STYLE LAGER,BEER,Becker Products,Ogden,UT,"No ""DISTRIBUTOR BECKER BREWING &...""",12,1,F,F,UINTA CLUB OLD STYLE LAGER,BEER,Becker Products,Ogden,UT,"No ""DISTRIBUTOR BECKER BREWING &...""",,175,12,1,OT,,
1142070,F,UINTA CLUB OLD STYLE LAGER,BEER,Becker Products,Ogden,UT,"""DISTRIBUTOR BECKER BREWING & MALTING...""",12,1,F,F,UINTA CLUB OLD STYLE LAGER,BEER,Becker Products,Ogden,UT,"""DISTRIBUTOR BECKER BREWING & MALTING...""",,110,12,1,OT,,
1142080,F,UINTA CLUB AGED GOLDEN LAGER,BEER,Becker Brewing Co.,Ogden,UT,,12,2,F,F,UINTA CLUB AGED GOLDEN LAGER,BEER,Becker Brewing Co.,Ogden,UT,,,100,12,2,,Yes,
1142090,F,UINTA CLUB AGED LAGER,BEER,Becker Products,Ogden,UT,,11,2,F,F,UINTA CLUB AGED LAGER,BEER,Becker Products,Ogden,UT,,,100,11,2,,,
1142095,F,UINTA CLUB AGED LAGER,BEER,Becker Products,Ogden,UT,"Larger ""AGED GOLDEN LAGER""",12,2,F,F,UINTA CLUB AGED LAGER,BEER,Becker Products,Ogden,UT,"Larger ""AGED GOLDEN LAGER""",,,12,2,,,Yes
1142100,F,UINTA CLUB AGED LAGER,BEER,Becker Products,Ogden,UT,"Smaller ""AGED GOLDEN LAGER""",12,2,F,F,UINTA CLUB AGED LAGER,BEER,Becker Products,Ogden,UT,"Smaller ""AGED GOLDEN LAGER""",,100,12,2,,,
1142110,F,UNION CREAM,ALE,Roger Williams,Providence,RI,,12,1,F,F,UNION CREAM,ALE,Roger Williams,Providence,RI,,,325,12,1,T,,
1142120,F,UNITED MILWAUKEE LAGER PREMIUM,BEER,Fuhrmann & Schmidt,Shamokin,PA,,12,2,F,F,UNITED MILWAUKEE LAGER PREMIUM,BEER,Fuhrmann & Schmidt,Shamokin,PA,,,75,12,2,,,
1142130,F,UNITED RENAEE LAGER PREMIUM,BEER,Fuhrmann & Schmidt,Shamokin,PA,,12,2,F,F,UNITED RENAEE LAGER PREMIUM,BEER,Fuhrmann & Schmidt,Shamokin,PA,,,350,12,2,,,
1142140,F,UNIVERSITY CLUB,MALT LAGER,"Gettelman, Div. of Miller",Milwaukee,WI,,12,1,F,F,UNIVERSITY CLUB,MALT LAGER,"Gettelman, Div. of Miller",Milwaukee,WI,,,12,12,1,,,
1142150,F,UNIVERSITY CLUB,MALT LIQUOR,"Gettelman, Div. of Miller",Milwaukee,WI,,12,1,F,F,UNIVERSITY CLUB,MALT LIQUOR,"Gettelman, Div. of Miller",Milwaukee,WI,,,10,12,1,,,
1142160,F,UNIVERSITY CLUB,STOUT MALT LIQUOR,"Gettelman, Div. of Miller",Milwaukee,WI,,12,1,F,F,UNIVERSITY CLUB,STOUT MALT LIQUOR,"Gettelman, Div. of Miller",Milwaukee,WI,,,12,12,1,,,
1142170,F,UTICA CLUB XXX PALE CREAM,ALE,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",12,1,F,F,UTICA CLUB XXX PALE CREAM,ALE,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",,35,12,1,T,,
1142180,F,UTICA CLUB XXX PALE CREAM,ALE,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",12,1,F,F,UTICA CLUB XXX PALE CREAM,ALE,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",,30,12,1,,,
1142185,F,UTICA CLUB XXX PALE CREAM,ALE,West End,Utica,NY,"""THE TASTIEST BEER IN TOWN""",12,1,F,F,UTICA CLUB XXX PALE CREAM,ALE,West End,Utica,NY,"""THE TASTIEST BEER IN TOWN""",,,12,1,,,Yes
1142190,F,UTICA CLUB XXX DRY PALE CREAM,ALE,West End,Utica,NY,"Metallic gold, green hops",12,2,F,F,UTICA CLUB XXX DRY PALE CREAM,ALE,West End,Utica,NY,"Metallic gold, green hops",,20,12,2,,Yes,
1142195,F,UTICA CLUB XXX DRY PALE CREAM,ALE,West End,Utica,NY,"Dull gold, green hops",12,2,F,F,UTICA CLUB XXX DRY PALE CREAM,ALE,West End,Utica,NY,"Dull gold, green hops",,,12,2,,,Yes
1142200,F,UTICA CLUB XXX DRY PALE CREAM,ALE,West End,Utica,NY,Brown hops,12,2,F,F,UTICA CLUB XXX DRY PALE CREAM,ALE,West End,Utica,NY,Brown hops,,20,12,2,,,
1142210,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",12,1,F,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",,25,12,1,T,,
1142220,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",12,1,F,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,"""JUST SAY-""U.C. FOR ME""",,18,12,1,,,
1142230,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,"""THE TASTIEST BEER IN TOWN""",12,1,F,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,"""THE TASTIEST BEER IN TOWN""",,18,12,1,,,
1142240,F,UTICA CLUB XX DRY PILSENER LAGER,BEER,West End,Utica,NY,,12,2,F,F,UTICA CLUB XX DRY PILSENER LAGER,BEER,West End,Utica,NY,,,15,12,2,,,
1142250,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Dull gold, 2 steins",12,2,F,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Dull gold, 2 steins",,10,12,2,,,
1142260,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Metallic gold, 2 steins",12,2,F,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Metallic gold, 2 steins",,10,12,2,,,
1142270,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Metallic gold, 1 stein",12,2,F,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Metallic gold, 1 stein",,8,12,2,,,
1142275,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Dull gold, 1 stein",12,2,F,F,UTICA CLUB PILSENER LAGER,BEER,West End,Utica,NY,"Dull gold, 1 stein",,,12,2,,,Yes
1142280,F,UTICA CLUB XX DRY,BOCK,West End,Utica,NY,,12,2,F,F,UTICA CLUB XX DRY,BOCK,West End,Utica,NY,,,175,12,2,,,
1142290,F,UTICA CLUB,BOCK,West End,Utica,NY,,12,2,F,F,UTICA CLUB,BOCK,West End,Utica,NY,,,110,12,2,,,
1142300,F,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,12,2,F,F,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,,50,12,2,,,
1142310,F,VALLEY BREW PREMIUM,BOCK,El Dorado,Stockton,CA,,12,2,F,F,VALLEY BREW PREMIUM,BOCK,El Dorado,Stockton,CA,,,350,12,2,,,
1142320,F,"VALLEY FORGE, SCHEIDT'S",BEER,,,,,,,F,F,"VALLEY FORGE, SCHEIDT'S",BEER,,,,,"Front of 33, 34",,,,,,
1142330,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,12,1,F,S,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,,200,12,1,OT,,
1142340,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,12,1,F,S,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,,200,12,1,OT,,
1142350,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,12,1,F,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,,200,12,1,OW,,
1142360,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,12,1,F,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,,400,12,1,OW,,
1142370,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,12,1,F,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,,400,12,1,OW,,
1142380,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,12,1,F,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,,75,12,1,OT,,
1142390,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,12,1,F,F,"VALLEY FORGE, SCHEIDT'S",BEER,Adam Scheidt,Norristown,PA,,,75,12,1,OT,,
1142400,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,,12,1,F,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,,,30,12,1,,,
1143010,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,"1952, gold trim",12,1,F,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,"1952, gold trim",,20,12,1,,,
1143020,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,"1952, silver trim",12,1,F,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,"1952, silver trim",,22,12,1,,,
1143030,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,,12,2,F,F,VALLEY FORGE,BEER,Adam Scheidt,Norristown,PA,,,10,12,2,,,
1143040,F,"VALLEY FORGE, SCHEIDT'S",BOCK,Adam Scheidt,Norristown,PA,,12,1,F,F,"VALLEY FORGE, SCHEIDT'S",BOCK,Adam Scheidt,Norristown,PA,,,700,12,1,OT,,
1143050,F,SCHEIDT'S VALLEY FORGE,BOCK,,,,,,,F,S,SCHEIDT'S VALLEY FORGE,BOCK,,,,,Side of 4,,,,,,
1143060,F,"VALLEY FORGE, SCHEIDT'S",BOCK,Adam Scheidt,Norristown,PA,,12,1,F,F,"VALLEY FORGE, SCHEIDT'S",BOCK,Adam Scheidt,Norristown,PA,,,800,12,1,OT,,
1143070,F,SCHEIDT'S VALLEY FORGE,BOCK,,,,,,,F,S,SCHEIDT'S VALLEY FORGE,BOCK,,,,,Side of 6,,,,,,
1143080,F,VALLEY FORGE,BOCK,Adam Scheidt,Norristown,PA,"Black ""Valley Forge""",12,1,F,F,VALLEY FORGE,BOCK,Adam Scheidt,Norristown,PA,"Black ""Valley Forge""",,80,12,1,,,
1143090,F,VALLEY FORGE,BOCK,Adam Scheidt,Norristown,PA,"Green ""Valley Forge""",12,1,F,F,VALLEY FORGE,BOCK,Adam Scheidt,Norristown,PA,"Green ""Valley Forge""",,75,12,1,,,
1143100,F,VALLEY FORGE,BEER,Valley Forge,Norristown,PA,,12,2,F,F,VALLEY FORGE,BEER,Valley Forge,Norristown,PA,,,10,12,2,,,
1143110,F,VALLEY FORGE,BOCK,Valley Forge,Norristown,PA,,12,1,F,F,VALLEY FORGE,BOCK,Valley Forge,Norristown,PA,,,75,12,1,,,
1143120,F,VALLEY FORGE,BEER,C. Schmidt & Sons,Norristown,PA,,12,2,F,F,VALLEY FORGE,BEER,C. Schmidt & Sons,Norristown,PA,,,10,12,2,,,
1143130,F,VALLEY FORGE OLD TAVERN,BEER,C. Schmidt & Sons,Norristown,PA,,12,2,F,F,VALLEY FORGE OLD TAVERN,BEER,C. Schmidt & Sons,Norristown,PA,,,6,12,2,,,
1143140,F,VALUE LINE LAGER,BEER,Maier,Los Angeles,CA,"""BREWED EXPRESSLY FOR..."" at bottom",12,2,F,F,VALUE LINE LAGER,BEER,Maier,Los Angeles,CA,"""BREWED EXPRESSLY FOR..."" at bottom",,10,12,2,,,
1143150,F,VALUE LINE DICTINCTIVE LAGER,BEER,Maier,Los Angeles,CA,"""AMERICA'S FINEST LAGER BEER"" at bottom",12,2,F,F,VALUE LINE DICTINCTIVE LAGER,BEER,Maier,Los Angeles,CA,"""AMERICA'S FINEST LAGER BEER"" at bottom",,10,12,2,,,
1143160,F,VALUE LINE DISTINCTIVE LAGER,BEER,Maier,Los Angeles,CA,"Contents below ""LAGER BEER""",12,2,F,F,VALUE LINE DISTINCTIVE LAGER,BEER,Maier,Los Angeles,CA,"Contents below ""LAGER BEER""",,10,12,2,,,
1143170,F,VALUE LINE DISTINCTIVE LAGER,BEER,Maier,Los Angeles,CA,Contents at bottom,12,2,F,F,VALUE LINE DISTINCTIVE LAGER,BEER,Maier,Los Angeles,CA,Contents at bottom,,8,12,2,,,
1143180,F,VAN MERRITT,BEER,Pacific,Oakland,CA,,12,2,F,F,VAN MERRITT,BEER,Pacific,Oakland,CA,,,45,12,2,,,
1143185,F,VAN MERRITT,BEER,Van Merritt,Chicago,IL,Blue sky,12,2,F,F,VAN MERRITT,BEER,Van Merritt,Chicago,IL,Blue sky,,,12,2,,,Yes
1143190,F,VAN MERRITT,BEER,Van Merritt,Chicago,IL,White sky,12,2,F,F,VAN MERRITT,BEER,Van Merritt,Chicago,IL,White sky,,10,12,2,,,
1143200,F,VAN MERRITT,BEER,Van Merritt,Joliet,IL,,12,1,F,F,VAN MERRITT,BEER,Van Merritt,Joliet,IL,,,15,12,1,,,
1143210,F,VAN MERRITT,BEER,Van Merritt,Joliet,IL,,12,2,F,F,VAN MERRITT,BEER,Van Merritt,Joliet,IL,,,10,12,2,,,
1143220,F,VAN MERRITT,BEER,Old Crown,Fort Wayne,IN,,12,2,F,F,VAN MERRITT,BEER,Old Crown,Fort Wayne,IN,,,6,12,2,,,
1143230,F,VAN MERRITT BRAND,BEER,Van Merritt,Burlington,WI,,12,1,F,F,VAN MERRITT BRAND,BEER,Van Merritt,Burlington,WI,,,75,12,1,,,
1143240,F,VAN MERRITT,BEER,Van Merritt,Oconto,WI,,12,2,F,F,VAN MERRITT,BEER,Van Merritt,Oconto,WI,,,12,12,2,,,
1143250,F,VELVET GLOW PALE DRY,BEER,Maier,Los Angeles,CA,"""PACKED EXCLUSIVELY FOR..."" at bottom",12,2,F,F,VELVET GLOW PALE DRY,BEER,Maier,Los Angeles,CA,"""PACKED EXCLUSIVELY FOR..."" at bottom",,10,12,2,,,
1143260,F,VELVET GLOW PALE DRY,BEER,Pacific,Oakland,CA,"""PACKED EXCLUSIVELY FOR..."" at bottom",12,2,F,F,VELVET GLOW PALE DRY,BEER,Pacific,Oakland,CA,"""PACKED EXCLUSIVELY FOR..."" at bottom",,45,12,2,,,
1143270,F,VELVET GLOW PALE DRY,BEER,Pacific,Oakland,CA,,12,2,F,F,VELVET GLOW PALE DRY,BEER,Pacific,Oakland,CA,,,50,12,2,,,
1143280,F,VELVET GLOW PALE DRY,BEER,Grace Bros.,Santa Rosa,CA,"Enamel, mandatory seam right",12,2,F,F,VELVET GLOW PALE DRY,BEER,Grace Bros.,Santa Rosa,CA,"Enamel, mandatory seam right",,12,12,2,,,
1143290,F,VELVET GLOW PALE DRY,BEER,Grace Bros.,Santa Rosa,CA,"Metallic, contents seam right",12,2,F,F,VELVET GLOW PALE DRY,BEER,Grace Bros.,Santa Rosa,CA,"Metallic, contents seam right",,12,12,2,,Yes,
1143300,F,VELVET GLOW PALE DRY,BEER,Grace Bros.,Santa Rosa,CA,Contents at bottom,12,2,F,F,VELVET GLOW PALE DRY,BEER,Grace Bros.,Santa Rosa,CA,Contents at bottom,,12,12,2,,,
1143310,F,VIKING PREMIUM,BEER,Sewanee,Pensacola,FL,"Metallic, mandatory at bottom",12,2,F,F,VIKING PREMIUM,BEER,Sewanee,Pensacola,FL,"Metallic, mandatory at bottom",,150,12,2,,,
1143320,F,VIKING PREMIUM,BEER,Sewanee,Pensacola,FL,"Enamel, mandatory seam left",12,2,F,F,VIKING PREMIUM,BEER,Sewanee,Pensacola,FL,"Enamel, mandatory seam left",,85,12,2,,,
1143330,F,VIKING PREMIUM,BEER,Spearman,Pensacola,FL,,12,2,F,F,VIKING PREMIUM,BEER,Spearman,Pensacola,FL,,,85,12,2,,,
1143340,F,VIKING,DRAFT,Sewanee,Pensacola,FL,,12,2,F,F,VIKING,DRAFT,Sewanee,Pensacola,FL,,,1000+,12,2,,,
1143350,F,VIKING PREMIUM,BEER,Century,Norfolk,VA,,12,2,F,F,VIKING PREMIUM,BEER,Century,Norfolk,VA,,,85,12,2,,,
1143360,F,VIKING,BEER,Atlantic,Spokane,WA,1960,11,1,F,F,VIKING,BEER,Atlantic,Spokane,WA,1960,,350,11,1,,,
1143370,F,VIKING,BEER,Atlantic,Spokane,WA,"1960, 2 cities",12,1,F,F,VIKING,BEER,Atlantic,Spokane,WA,"1960, 2 cities",,350,12,1,,,
1143380,F,VOLKS BRAU PALE DRY EASTERN PREMIUM,BEER,Atlas,Chicago,IL,,12,2,F,F,VOLKS BRAU PALE DRY EASTERN PREMIUM,BEER,Atlas,Chicago,IL,,,60,12,2,,,
1143390,F,VOLKS BRAU PALE DRY EASTERN PREMIUM,BEER,Drewry's Ltd.,South Bend,IN,,12,2,F,F,VOLKS BRAU PALE DRY EASTERN PREMIUM,BEER,Drewry's Ltd.,South Bend,IN,,,50,12,2,,,
1143400,F,WALDORF,ALE,Forest City,Cleveland,OH,,12,1,F,F,WALDORF,ALE,Forest City,Cleveland,OH,,,375,12,1,OT,,
1144010,F,WALDORF SAMSON,ALE,Forest City,Cleveland,OH,,12,1,F,F,WALDORF SAMSON,ALE,Forest City,Cleveland,OH,,,1000+,12,1,OT,,
1144020,F,WALDORF SAMSON,ALE,Forest City,Cleveland,OH,,12,1,F,F,WALDORF SAMSON,ALE,Forest City,Cleveland,OH,,,900,12,1,T,,
1144030,F,WALDORF LAGER CHAMPAGNE,BEER,Forest City,Cleveland,OH,,12,1,F,F,WALDORF LAGER CHAMPAGNE,BEER,Forest City,Cleveland,OH,,,375,12,1,OT,,
1144040,F,WALDORF RED BAND SUPER,BEER,Forest City,Cleveland,OH,,12,1,F,F,WALDORF RED BAND SUPER,BEER,Forest City,Cleveland,OH,,,110,12,1,OT,,
1144050,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Brewed right to your taste from the...""",12,1,F,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Brewed right to your taste from the...""",,300,12,1,T,,
1144060,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Brewed with expert skill from choicest grains...""",12,1,F,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Brewed with expert skill from choicest grains...""",,300,12,1,T,,
1144070,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Every resource of the art of quality-brewing...""",12,1,F,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Every resource of the art of quality-brewing...""",,300,12,1,T,,
1144080,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""For the keenest enjoyment of this fine...""",12,1,F,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""For the keenest enjoyment of this fine...""",,300,12,1,T,,
1144090,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Waldorf Beer is the result of years of...""",12,1,F,F,WALDORF RED BAND,BEER,Forest City,Cleveland,OH,"""Waldorf Beer is the result of years of...""",,300,12,1,T,,
1144100,F,WALDORF GOLDEN,BOCK,Forest City,Cleveland,OH,,12,1,F,F,WALDORF GOLDEN,BOCK,Forest City,Cleveland,OH,,,1000+,12,1,OT,,
1144110,F,WALTER'S YE OLDE,ALE,Walter,Pueblo,CO,,12,1,F,F,WALTER'S YE OLDE,ALE,Walter,Pueblo,CO,,,900,12,1,,,
1144120,F,WALTER'S YE OLDE,ALE,,,,,,,F,S,WALTER'S YE OLDE,ALE,,,,,Side of 11,,,,,,
1144130,F,WALTER'S YE OLDE,ALE,Walter,Pueblo,CO,,12,1,F,F,WALTER'S YE OLDE,ALE,Walter,Pueblo,CO,,,900,12,1,,,
